"full_text","id_str","created_at","username","user_id_str","lang","location","quote_count","reply_count","retweet_count","favorite_count","tweet_url","mentions","mention_count","source","target"
"@ismailfahmi @muhammadiyah Matur nuwun @muhammadiyah sudah bersikap. Kentara jelas kok kebijakan IUP Tambang ini ke PBNU sangat politis dan semestinya tidak merepresentasikan keinginan seluruh Nahdliyin. Nahdlatul Ulama sedang berada pada krisis kepemimpi","1.80E+48","2024-06-03 04:16:32+00:00","binlatif","111229645.0","in","Bumi Indonesia","0","0","0","1","https://x.com/binlatif/status/1797482475977122170","ismailfahmi,muhammadiyah,muhammadiyah","3","binlatif","ismailfahmi"
"Ijin Tambang Batu Bara Siasat Oligarki Benturkan @nahdlatululama dengan Gerakan Lingkungan https://t.co/Q8LtyGJ4Hp","1.80E+47","2024-06-03 04:28:19+00:00","cak_daus","53009638.0","in","Jakarta Capital Region","0","0","0","0","https://x.com/cak_daus/status/1797485440209203379","nahdlatululama","1","cak_daus","nahdlatululama"
"Pengurus Batu Bara Nahdlatul Ulama (PBNU) apakah memakai kaidah di bawah ini untuk terima konsesi tambang? Apakah bisa diinfokan Putusan Bahtsul Masail terbaru yang bisa meloloskan PBNU untuk mengurus tambang? Apakah menerima konsesi tambang dari rezim sudah sesuai khitah PBNU? https://t.co/3EBb3gt9jg","1.80E+48","2024-06-03 04:44:20+00:00","eyesofaquila","1.75e+32","in","Kebayoran Lama, Jakarta","0","0","0","0","https://x.com/eyesofaquila/status/1797489472634028465","","0","eyesofaquila",""
"MAJALAH SUARA HIDAYATULLAH EDISI JUNI 2024 Dapatkan Segera!!!! Di agen terdekat di kota anda Atau Hubungi: 0821 - 4040 - 4051 (WA) ---- Muhammadiyah | PBNU | Tapera | Asnawi | #HalaMadrid | #boycottisrael | #boycott | #suarahidayatullah | #الجزيرة_مباشر https://t.co/bjas8ChTTq","1.80E+30","2024-06-03 05:45:43+00:00","mjlhidayatullah","429411623.0","in","Indonesia","0","0","3","6","https://x.com/mjlhidayatullah/status/1797504920436015419","","0","mjlhidayatullah",""
"Muhammadiyah punya SDM dan cukup modal untuk mengelola tambang daripada PBNU harusnya yang diberikan izin mengelola tambang itu Muhammadiyah.","1.80E+31","2024-06-03 05:48:22+00:00","KemenperinRI","1.03E+31","in","imamnya @tucarino_","10","9","9","63","https://x.com/KemenperinRI/status/1797505584457290107","","0","KemenperinRI",""
"Syiar PBNU peduli lingkungan jihad lingkungan itu maksudnya jadi pemegang izin tambang? Maksudnya ikut merusak lingkungan demi kepentingan elite? Ibarat kata yang jihad warga ketum dan kroni2nya yang nikmatin ganimah rampasan perang?","1.80E+30","2024-06-03 05:59:54+00:00","gusghulam","601589541.0","in","Sawangan, Indonesia","0","1","1","6","https://x.com/gusghulam/status/1797508490514026724","","0","gusghulam",""
"Menteri Investasi/Kepala Badan Koordinasi Penanaman Modal Bahlil Lahadalia berjanji akan segera meneken wilayah Izin Usaha Pertambangan atau IUP untuk Nahdlatul Ulama dalam waktu dekat. #TempoHeadliner #PBNU https://t.co/P28DDCORSa","1.80E+48","2024-06-03 06:13:37+00:00","tempodotco","18129942.0","in","Indonesia","15","11","9","15","https://x.com/tempodotco/status/1797511940450992618","","0","tempodotco",""
"Ketua Umum Pengurus Besar Nahdlatul Ulama (PBNU) Yahya Cholil Staquf atau yang akrab disapa Gus Yahya menyatakan PBNU siap mengelola konsesi tambang yang diberikan pemerintah. Baca di https://t.co/YuQRxra4UI https://t.co/4BaLWQwEdq","1.80E+48","2024-06-03 06:21:53+00:00","kompascom","23343960.0","in","Jakarta","1","7","0","0","https://x.com/kompascom/status/1797514021618491608","","0","kompascom",""
"IKN sukses memacu perfroma ekonomi kalimantan timur PBNU Wangi Mbappe Tanzania Muhammadiyah seokjin iPhone 15 Indah G Sponge https://t.co/vzucoUnmDG","1.80E+31","2024-06-03 06:39:06+00:00","FatimahKanya","1.63E+30","in","","20","0","1","22","https://x.com/FatimahKanya/status/1797518355638935594","","0","FatimahKanya",""
"Kalo ada yg tidak setuju mau kalian apain dia? Ya gak usah diapa-apain pak bahlil Dengan atau tanpa konsesi tambang semoga @nahdlatululama tetap istiqomah menjaga NKRI bukan menjaga OLIGARKI. #santri #kiai #pesantren #nahdlatululama #nahdliyyin #gnb https://t.co/BnPrZNqYhj","1.80E+48","2024-06-03 06:41:26+00:00","nahdiyinbersatu","625713964.0","in","Indonesia","2","3","6","6","https://x.com/nahdiyinbersatu/status/1797518941050589465","nahdlatululama","1","nahdiyinbersatu","nahdlatululama"
"PBNU secara organisasi wajib dibiayai oleh negara. Ada anggaran utk ormas semacam NU. Ada dana biaya operasional. Orang2 NU bisa diambil utk lembaga2 negara. NU sudah sangat KAYA. Kalo PBNU ikut ngurus tambang di kemudian hari orang2 NU bisa terjadi saling berebut. Bertengkar.","1.80E+31","2024-06-03 06:48:21+00:00","ImamJumhuri","1659149724.0","in","Sidoarjo-Indonesia","0","0","1","6","https://x.com/ImamJumhuri/status/1797520680487178705","","0","ImamJumhuri",""
"Tapera Bali PBNU Muhammadiyah Presiden menunjuk Menteri PUPR Basuki Hadimulyo dan Wamen Agraria dan Tataruang Raja Juli menjadi Plt Kepala OIKN dan wakil kepala OIKN (3/6). (scr video: liputan6) https://t.co/0oFNj6DYun","1.80E+31","2024-06-03 07:03:23+00:00","prokalbar","2318789947.0","in","Pnk-KB","0","0","0","0","https://x.com/prokalbar/status/1797524464491769893","","0","prokalbar",""
"Dua sikap ormas agama terkemuka di Indonesia dalam menyikapi kemungkinan tawaran pengelolaan tambang @YahyaCStaquf @Abe_Mukti @nahdlatululama @nu_online @muhammadiyah https://t.co/tNONlWH3lD","1.80E+31","2024-06-03 07:43:30+00:00","Ibas","16732645.0","in","Pusaka abadi nan jaya","0","0","0","0","https://x.com/Ibas/status/1797534559195803734","YahyaCStaquf,Abe_Mukti,nahdlatululama,nu_online,muhammadiyah","5","Ibas","YahyaCStaquf"
"Pemerintah memberikan jatah Wilayah Izin Usaha Pertambangan Khusus (WIUPK) kepada ormas keagamaan. Menteri Investasi/Kepala BKPM Bahlil Lahadalia menyatakan bakal segera meneken izin usaha pertambangan (IUP) kepada Pengurus Besar Nahdlatul Ulama (PBNU). https://t.co/Ku5m8iAnuV","1.80E+48","2024-06-03 07:53:29+00:00","JARING_","3658229898.0","in","Jakarta Capital Region, Indone","0","1","0","3","https://x.com/JARING_/status/1797537072477265993","","0","JARING_",""
"Ketua Umum PBNU KH Yahya Cholil Staquf memuji Presiden Jokowi sebagai sosok yang pemberani lantaran memberikan izin ormas mengelola pertambangan. Menurutnya Jokowi berani untuk memperluas pemanfaatan sumber daya alam bagi kemaslahatan rakyat. Baca berita selengkapnya! https://t.co/gjfTCQm8x9","1.80E+31","2024-06-03 08:10:48+00:00","asumsico","8.29E+30","in","Jakarta Capital Region","32","32","12","42","https://x.com/asumsico/status/1797541431814582485","","0","asumsico",""
"Pertambangan Batubara Nahdlatul Ulama (PBNU)","1.80E+47","2024-06-03 08:57:34+00:00","Alamalika","226497196.0","in","Pusat Kesadaran","0","0","1","2","https://x.com/Alamalika/status/1797553199236501587","","0","Alamalika",""
"Dokumentasi pertemuan PBNU (Jakarta 15 agustus 2014) ️ https://t.co/Dw6XW06qb7 Buku dari kalangan NU (SDA indonesia) https://t.co/Q5CvFxGZkw Permohonan JR ke MK soal sumber daya air: https://t.co/3vJ3zmFXSK #tambang #ijintambangormas #tambangormas https://t.co/bv71pAA1ZE","1.80E+31","2024-06-03 09:15:29+00:00","shintaeffendi","46523425.0","in","Nusantara","2","0","4","4","https://x.com/shintaeffendi/status/1797557709757456397","","0","shintaeffendi",""
"Pemerintah menerapkan teknologi canggih dengan penyebaran stasiun pengisian daya listrik di seluruh ruas jalan tol IKN tag || Sponge Indah G 500 M Wangi Muhammadiyah Senin Obesitas iPhone 15 PBNU || https://t.co/pyzRgJ7chq","1.80E+31","2024-06-03 09:19:29+00:00","JokowiTeguh","1.70E+31","in","Indonesia","0","0","1","6","https://x.com/JokowiTeguh/status/1797558716298137833","","0","JokowiTeguh",""
"Para pendukung Persib Bandung (Bobotoh) mengibarkan bendera Palestina saat merayakan kemenangan klub tersebut. 🇵🇸 . . . . . . . #FREEPALESTINE #AllEyesOnPapua Muhammadiyah Nathan 500 M Islam iPhone 15 Sponge Ssmsung Senin Hujan Wangi Bang Jay Jay Idzes Gen Z PBNU https://t.co/s56JHIPnH3","1.80E+31","2024-06-03 09:40:22+00:00","clara_asma","1.28E+31","in","Jawa Timur, Indonesia","1","6","41","391","https://x.com/clara_asma/status/1797563969349234992","","0","clara_asma",""
"Nahdlatul Ulama (NU) adalah organisasi Islam dan kemasyarakatan terbesar di Indonesia yang didirikan oleh K.H. Hasyim Asyari pada tahun 1926. Gus Dur pernah menjabat sebagai ketua Pengurus Besar Nahdlatul Ulama (PBNU) pada tahun 1984-1999. #KhittahNU1926 https://t.co/yJVeTWVQcM","1.80E+48","2024-06-03 09:53:27+00:00","GUSDURians","200804596.0","in","Indonesia Raya","3","13","104","412","https://x.com/GUSDURians/status/1797567263492755632","","0","GUSDURians",""
"PESAN KH Abdul Wahab Chasbullah Pendiri Nahdlatul Ulama kepada Warga NU. https://t.co/84nL9kAG9W","1.80E+48","2024-06-03 10:10:29+00:00","AbasBalapradana","1182194227.0","in","INDONESIA","0","0","0","2","https://x.com/AbasBalapradana/status/1797571549785985266","","0","AbasBalapradana",""
"Salfok sama trendingnya. Selain ada 2 ormas bedar Islam PBNU n Muhammadiyah sama #TimnasDay Kok ada Anies sama 500 M ? https://t.co/H9p2tFNeKc","1.80E+30","2024-06-03 10:46:30+00:00","Partono_ADjem","8.30E+30","in","","0","2","1","1","https://x.com/Partono_ADjem/status/1797580614604046505","","0","Partono_ADjem",""
"Bayu Pradana PBNU 500 M presiden Jokowi Muhammadiyah sponge obesitas gen Z hujan Calvin Verdonk jay idzes wangi sunjae tandatangani petisi #Dilireba Susah kan paham maunya cewek️ https://t.co/knCbDrHdpB","1.80E+31","2024-06-03 11:05:41+00:00","Jerukni01528287","1.42E+31","in","","0","0","2","11","https://x.com/Jerukni01528287/status/1797585440813543494","","0","Jerukni01528287",""
"Orang Orang MISKIN Mengangkat Pisau nya tertuju Ke dada kita atau ke dada mereka Sendiri.. - Ws Rendra - PBNU Muhammadiyah Presiden Jokowi Asnawi Mas Andi harus tau nih Gak usah ngaku Wangi jika masih banyak orang miskin di Negeri ini..!! https://t.co/OzN13Lew66","1.80E+31","2024-06-03 11:22:44+00:00","jijindut","1915717428.0","in","INDONESIA","0","0","9","29","https://x.com/jijindut/status/1797589733000065238","","0","jijindut",""
"Sederhana lugu dan polos harap di maklumi. Islam PBNU Bobby Hot Mess Muhammadiyah Wangi Khabib Indah G Sponge ALL EYES ON RAFAH. https://t.co/kIdRyLlL1l","1.80E+31","2024-06-03 11:27:13+00:00","King_SpeakUp","1.68E+30","in","","0","0","2","5","https://x.com/King_SpeakUp/status/1797590859640377736","","0","King_SpeakUp",""
"Ormas keagamaan bakal bisa mendapat izin tambang batu bara. Paling dekat disebut-sebut Nahdlatul Ulama (NU). https://t.co/8zFLV5WuhJ","1.80E+48","2024-06-03 11:52:48+00:00","perupadata","1.26e+32","in","","3","3","13","10","https://x.com/perupadata/status/1797597301101498670","","0","perupadata",""
"Pertama ormas keagamaan terus ormas lain kepingin juga? #jokowi #investasi #tambang #nadhlatululama #NU #izintambang #jatam #muhammadiyah #infografis #pinterpolitik #politikindonesia #beritapolitik https://t.co/4O4BDbTOGS","1.80E+30","2024-06-03 12:00:01+00:00","pinterpolitik","7.99E+29","in","Jakarta, Indonesia","0","1","2","0","https://x.com/pinterpolitik/status/1797599114303029353","","0","pinterpolitik",""
"Restock! Puma Suede Barang impor Vietnam Ready size 39-44 Harga Rp 240.000 Free ongkir jabodetabek Diskon 40% ongkir luar jabodetabek WA di BIO Stok terbatas Putra Nababan Bayu Putradana PBNU Bobby Islam Hot Mess Muhammadiyah Wangi Khabib Indah G Sponge ALL EYES ON RAFAH https://t.co/NneffeXsK5","1.80E+31","2024-06-03 12:06:45+00:00","Benzo_Sneakers","1.54E+31","in","DKI Jakarta, Indonesia","0","0","8","8","https://x.com/Benzo_Sneakers/status/1797600808105914527","","0","Benzo_Sneakers",""
"Apa yang terlintas di benak kalian melihat foto pak @Jokowi ? Ormas PBNU https://t.co/yxWtIa8a1U","1.80E+31","2024-06-03 12:14:55+00:00","Neiska21","1.76E+31","in","","0","1","0","1","https://x.com/Neiska21/status/1797602864224936212","Jokowi","1","Neiska21","Jokowi"
"Presiden Jokowi mengizinkan organisasi keagamaan seperti Nahdlatul Ulama (NU) dan Muhammadiyah terlibat dalam bisnis tambang. https://t.co/FKCehxs166 https://t.co/O9K0jFN0JF","1.80E+48","2024-06-03 13:00:01+00:00","_rakyatmerdeka","1.47e+32","in","DKI Jakarta, Indonesia","0","0","0","0","https://x.com/_rakyatmerdeka/status/1797614213717766490","","0","_rakyatmerdeka",""
"Soal konsesi tambang untuk ormas NU: Apresiasi Jokowi Muhammadiya: Ukur kemampuan diri 2 ormas ini memang beda https://t.co/zD7wfuMObJ","1.80E+31","2024-06-03 13:22:09+00:00","Boediantar4","1.38E+31","in","","13","70","238","599","https://x.com/Boediantar4/status/1797619785901199466","","0","Boediantar4",""
"Pasukan kera teroris zionis Israel berperang melawan anak-anak 🇵🇸 #FreePalestine Putra Nababan Bayu Putradana PBNU Bobby Indah G Sponge ALL EYES ON RAFAH https://t.co/68PEVKoEqa","1.80E+31","2024-06-03 13:26:21+00:00","Bayi_Nepotisme","1.79E+31","in","DKI Jakarta, Indonesia","7","10","128","379","https://x.com/Bayi_Nepotisme/status/1797620840001130559","","0","Bayi_Nepotisme",""
"Bajingan TERORIS Lindsey Graham senator AS ingin Amerika memberikan teroris zionis Israel bom nuklir untuk menghancurkan Gaza. #AmericanTerrorist Putra Nababan Bayu Putradana PBNU Bobby Indah G Sponge ALL EYES ON RAFAH https://t.co/hUOn0LfAJI","1.80E+31","2024-06-03 13:34:50+00:00","Bayi_Nepotisme","1.79E+31","in","DKI Jakarta, Indonesia","0","0","5","4","https://x.com/Bayi_Nepotisme/status/1797622976684360175","","0","Bayi_Nepotisme",""
"Wujudkan ibadah Qurban sesuai syariat dengan harga mulai Rp 1 6 jtan di KitaBisa. Berbagi kebahagiaan di momen istimewa ini bersama saudara-saudara yang membutuhkan. https://t.co/bc06JpXIW2 Muhamadiyah PBNU #AlleyesonRafah #AllEyesOnPapua https://t.co/shht3vGDoK","1.80E+30","2024-06-03 13:37:29+00:00","BangUkis","1075816927.0","in","Bumi Alloh","0","1","0","0","https://x.com/BangUkis/status/1797623642505027817","","0","BangUkis",""
"BPK temukan 124.960 pensiunan belum dapat pengembalian dana Tapera Rp 567 5 miliar. TaPera Pe nya Penipu kata bang Dandy Laksono. Putra Nababan Bayu Putradana PBNU Bobby Indah G Sponge ALL EYES ON RAFAH https://t.co/cMEkD0HqUe","1.80E+31","2024-06-03 13:50:47+00:00","Bayi_Nepotisme","1.79E+31","in","DKI Jakarta, Indonesia","0","3","34","63","https://x.com/Bayi_Nepotisme/status/1797626991979663794","","0","Bayi_Nepotisme",""
"IM SORRY NAHDLATUL ULAMA AND ISLAM MODERATE MY ACTION TO ERASE ISLAM TERRORIST AND RADICAL WHO MILITANS ....BECAUSE OF YOU CANT KNOW THE HEART AND MIND THE RADICAL AND TERRORIST AND MILITIA PERSON....APOLOGIZE ME. PLEASE GIVE ME A PRAY FOR ALLAH SUBHANA WATTA ALLAH.....AMEN. https://t.co/EtVGBKghUa","1.80E+48","2024-06-03 14:33:24+00:00","joglo81","3322013256.0","en","East Java, Indonesia","0","0","0","0","https://x.com/joglo81/status/1797637713971360015","","0","joglo81",""
"Tanggapannya men ngab Bahlil Lahadalia gandeng ormas agama Nahdlatul Ulama (NU) kelola Batu bara Lengkapnya: https://t.co/SKojnLlSb3 https://t.co/Ku9HCV77jA","1.80E+48","2024-06-03 14:46:05+00:00","mfraanzz","1.39e+32","in","North Sumatra, Indonesia","0","0","0","0","https://x.com/mfraanzz/status/1797640905471713353","","0","mfraanzz",""
"Gangster lahan parkir &gt; PBNU","1.80E+31","2024-06-03 14:50:43+00:00","berliansyuhada_","1.07E+31","in","unkown","0","1","0","1","https://x.com/berliansyuhada_/status/1797642072243265648","","0","berliansyuhada_",""
"FOR NAHDLATUL ULAMA AND MODERATE ISLAM IN INDONESIA....I HAVE WHITE SUPERNATURAL BY GOD ( ILMU PUTIH....KARUNIA ALLAH SUBHANA WATTA ALLAH) FOR ERASE RADICAL TERRORIST AND MILITIA. https://t.co/plPiOTmxR5","1.80E+48","2024-06-03 15:10:21+00:00","joglo81","3322013256.0","in","East Java, Indonesia","0","0","0","0","https://x.com/joglo81/status/1797647012311294161","","0","joglo81",""
"KIAI NU YANG ANTI ROKOK (KH. Abdullah Faqih Langitan Tuban) Al-Maghfurlah KH. Abdullah Faqih termasuk kiai sepuh Nahdlatul Ulama (NU) yang berani melawan arus. Di tengah cengkraman industri rokok ke pelbagai bidang dan lapisan masyarakat kiai ... Selengkapnya di FB Abu Qornie https://t.co/uihH0oOqf5","1.80E+47","2024-06-03 15:41:12+00:00","AswajaKu44484","1.71e+32","in","","0","0","0","1","https://x.com/AswajaKu44484/status/1797654779801600438","","0","AswajaKu44484",""
"Quarterly Update Launch of NUNOMICS APP The NUNOMICS APP is the everyday lifestyle and financial health assist tool for the exclusive use by the over 100 million members of the Indonesian religious/social community organization Nahdlatul Ulama (NU). #KinesisMoney #KinesisGold","1.80E+48","2024-06-03 18:00:00+00:00","apollonia003","1.76e+32","en","Europe","0","0","0","1","https://x.com/apollonia003/status/1797689709298061790","","0","apollonia003",""
"Ribut Ormas Dapat Jatah Izin Tambang Kurtubi Desak Jokowi Keluarkan Perppu yang Lebih Urgen: Mohon Maaf Bapak-bapak NU dan Muhammadiyah: Kurtubi mendesak Presiden Joko Widodo agar mengeluarkan kebijakan yang lebih urgen ketimbang memberikan jatah izin https://t.co/SkWPhwOQOv https://t.co/WQfG7nPe7z","1.80E+31","2024-06-03 23:04:17+00:00","tvOneNews","55507370.0","in","Pulo Gadung, Indonesia","0","2","0","3","https://x.com/tvOneNews/status/1797766282638676032","","0","tvOneNews",""
"Next bahas apalagi nihhh??! Komen dibawah yaa! _______ . . #nuonlinejombang #nuonline #jombang #bahtsulmasail #pwnu #pbnu #ulama #tokohwanita #ningimaz #perempuan #perubahanzaman #aqiqah #kurban #masjid #charger #hukum https://t.co/lpG8WoJFvP","1.80E+31","2024-06-03 23:58:35+00:00","nu_jombang","1.10E+31","in","Jombang, Indonesia","0","0","0","2","https://x.com/nu_jombang/status/1797779948436099087","","0","nu_jombang",""
"@Ombahku @jokowi @nahdlatululama @nu_online @KementerianESDM @humasminerba @bahlillahadalia @bkpm Akibat kebodohan yang sudah merakyat","1.80E+48","2024-06-04 00:10:08+00:00","Ubay96","90582589.0","in","Indonesia","0","0","0","1","https://x.com/Ubay96/status/1797782856837599729","Ombahku,jokowi,nahdlatululama,nu_online,KementerianESDM,humasminerba,bahlillahadalia,bkpm","8","Ubay96","Ombahku"
"Menteri Investasi Bahlil Lahadalia memastikan segera menerbitkan Izin Usaha Pertambangan (IUP) batu bara kepada Pengurus Besar Nahdlatul Ulama (PBNU). Baca di https://t.co/jY3F80Xni8 https://t.co/aSblsmhW3Q","1.80E+48","2024-06-04 00:21:08+00:00","kompascom","23343960.0","in","Jakarta","9","33","5","14","https://x.com/kompascom/status/1797785624084390122","","0","kompascom",""
"#live Sdg berlangsung wawancara dg Topik Pemerintah beri Izin Ormas Untuk Kelola Tambang bersama KH.Endy S Lesmana-Aktivis Muda NU yg dipandu oleh Risty Rustarto. Selengkapnya dengarkan di 88 8FM&amp; RRI Digital. #IMP https://t.co/rRUpwgjmvQ","1.80E+29","2024-06-04 00:42:17+00:00","RRIPrograma3","1129936609.0","in","DKI Jakarta, Indonesia","1","0","1","3","https://x.com/RRIPrograma3/status/1797790946089988228","","0","RRIPrograma3",""
"Sesuai arahan sutradara RRC by LBP bikin angkatan ke V terjawab. Danai ormas dgn tambang Teruji hasil kerja ketua ormas Banser menjabat Menag kakaknya ketua NU &amp; KPU ketua anshor Jateng hasil kerjanya Nyata dan di bekali kebal hukum. Ibukota Nusantara + aliran Nusantara https://t.co/eNeMZ5pfD4","1.80E+30","2024-06-04 01:09:19+00:00","alfatih212426","1.67E+31","in","","0","0","1","1","https://x.com/alfatih212426/status/1797797750761034238","","0","alfatih212426",""
"Kalau PBNU menerima keputusan ini dan sampai punya konsesi tambang saya beroposisi terhadap PBNU dan menyatakan mosi tidak tidak percaya terhadap seluruh struktur organisasi.","1.80E+31","2024-06-04 01:34:20+00:00","suhairi4hmad","417063822.0","in","Yogyakarta - Samarinda","0","4","21","109","https://x.com/suhairi4hmad/status/1797804043139752200","","0","suhairi4hmad",""
"Tolak Tambang untuk ormas karena tambang menyesengsarakan warga NU sendiri seperti di Wadas! https://t.co/XRkrRzFJ3y","1.80E+31","2024-06-04 02:24:44+00:00","helmi_stbd","1.14E+31","in","Bagelen, Indonesia","1","0","1","2","https://x.com/helmi_stbd/status/1797816730024382472","","0","helmi_stbd",""
"PBNU PP Muhammadiyah dan PGI di Jawa Pos hari ini. Seputar tambang yang bukan lomba agustusan. https://t.co/C7GiY5gj0t","1.80E+31","2024-06-04 02:32:09+00:00","sarjokooo","1226931068.0","in","","0","0","0","0","https://x.com/sarjokooo/status/1797818594379895200","","0","sarjokooo",""
"Min @muhammadiyah &amp; @nahdlatululama adakah diantara kalian yg tiap hari mengajukan proposal ?","1.80E+48","2024-06-04 02:40:46+00:00","ych_man","3261530570.0","in","","0","0","0","0","https://x.com/ych_man/status/1797820764269498814","muhammadiyah,nahdlatululama","2","ych_man","muhammadiyah"
"Menurut Gus Yahya Nahdlatul Ulama memiliki sumber daya manusia yang mumpuni perangkat organisasi yang lengkap dan jaringan bisnis yang cukup kuat untuk melaksanakan tugas dan tanggung jawab yang diberikan. https://t.co/ajtcTvEx1B","1.80E+47","2024-06-04 03:00:03+00:00","MongabayID","483310591.0","in","","0","1","0","1","https://x.com/MongabayID/status/1797825615678300608","","0","MongabayID",""
"Merasa Ormas Agama Layak Urus Tambang Waketum MUI: Kalau Ada Bencana yang Pertama Hadir Itu Bukan Negara: Terkait ribut jatah izin tambang untuk Organisasi Keagamaan Anwar Abbas merasa bahwa Ormas seperti NU dan MUhammadiyah layak diberikan kesempatan https://t.co/2y4PoQqzlz https://t.co/fVth8Tud8g","1.80E+31","2024-06-04 03:05:12+00:00","tvOneNews","55507370.0","in","Pulo Gadung, Indonesia","0","0","1","3","https://x.com/tvOneNews/status/1797826912536146402","","0","tvOneNews",""
"Kepada Pak @jokowi Saya tidak setuju PBNU dikasih konsesi tambang karena saya tidak suka dengan ancaman yang diucapkan oleh menteri Bapak. Memangnya saya mau diapain kalau tidak setuju Pak @bahlillahadalia ? https://t.co/5dJeUapfm0","1.80E+31","2024-06-04 03:10:09+00:00","realfedinuril","37414097.0","in","","667","1653","6450","18582","https://x.com/realfedinuril/status/1797828157036507549","jokowi,bahlillahadalia","2","realfedinuril","jokowi"
"Kaum intoleran sering memfitnah ormas NU: jagain gereja pas natal krn butuh duit . Padahal ormas NU sedang menjaga nama baik kaum intoleran itu juga. Kalau ormas2 NU kaya raya dari tambang fitnah2 tsb jd gak masuk akal. Itu yg mereka khawatirkan.","1.80E+31","2024-06-04 04:06:48+00:00","VeritasArdentur","1061986531.0","in","","0","1","8","8","https://x.com/VeritasArdentur/status/1797842413777731601","","0","VeritasArdentur",""
"Kronologi IUP untuk Ormas Keagamaan Semua Bermula Janji Jokowi kepada NU Pada 2021: Saya Pastikan yang Gede https://t.co/9mwMer4BHo #TempoNasional","1.80E+31","2024-06-04 04:24:34+00:00","tempodotco","18129942.0","in","Indonesia","17","12","55","90","https://x.com/tempodotco/status/1797846886927515699","","0","tempodotco",""
"@realfedinuril @jokowi @bahlillahadalia @nahdlatululama itu tugasnya ngurusin umat bukan ngurusin tambang....biar kita bisa membedakan mana kyai mana Gus mana broker tambang.... NU harus kembali ke khithah nya.... kl spt ini next nya pemilihan ketua umum ","1.80E+48","2024-06-04 05:08:14+00:00","HariPandowo","8.89E+46","in","","0","0","1","14","https://x.com/HariPandowo/status/1797857875370578249","realfedinuril,jokowi,bahlillahadalia,nahdlatululama","4","HariPandowo","realfedinuril"
"Perihal Pertambangan Besar Nahdlatul 'Ulama (PBNU). Monggo jumat ini ️️ https://t.co/tV3bwDgtB0","1.80E+47","2024-06-04 05:29:00+00:00","mengunyahlangit","306769312.0","in","Trowulan","0","1","5","10","https://x.com/mengunyahlangit/status/1797863101892907501","","0","mengunyahlangit",""
"PBNU prepares Coal Mine Management Business Structure https://t.co/jLAdDUBTcP #news #LatestNews #Nahdlatul #Ulama #heaptalk #fundraising #PBNU https://t.co/LGPXAoUmmm","1.80E+47","2024-06-04 05:36:01+00:00","Heaptalk1","1.34e+32","en","Jakarta, Indonesia","0","0","0","0","https://x.com/Heaptalk1/status/1797864867363209616","","0","Heaptalk1",""
"Ajuuuurrrr Jum @nahdlatululama","1.80E+47","2024-06-04 06:59:18+00:00","MSPratama_","1.45e+32","in","","0","0","0","1","https://x.com/MSPratama_/status/1797885823943409814","nahdlatululama","1","MSPratama_","nahdlatululama"
"Dimana Menteri Agama @YaqutCQoumas (Gus Men) sebagai ketua delegasi (Amir) dan Wamen Syaiful Rahmat Dasuki sebagai Sekretaris. Selain itu masing2 tokoh perwakilan Nahdlatul Ulama &amp; Muhammadiyah sbg Naib Amirul Hajj (Wakil) sisanya sbg anggota Haji Indonesia #Haji2024 https://t.co/337EpA6mWj","1.80E+48","2024-06-04 07:06:32+00:00","dcristnugroho","1.4e+32","in","Kota Surabaya, Jawa Timur","0","1","15","18","https://x.com/dcristnugroho/status/1797887647211499908","YaqutCQoumas","1","dcristnugroho","YaqutCQoumas"
"Menteri @bkpm segera keluarkan izin tambang #batubara untuk @nahdlatululama #CoaldeSac https://t.co/rdgSz9gN0v","1.80E+48","2024-06-04 08:00:02+00:00","CoalDeSac","1.35e+32","in","","0","0","0","0","https://x.com/CoalDeSac/status/1797901108465090742","bkpm,nahdlatululama","2","CoalDeSac","bkpm"
"jika konteksnya kemandirian organisasi lebih baik fokus menyasar bisnis sektor ritel yang 'dekat' dengan masyarakat @nahdlatululama","1.80E+48","2024-06-04 08:56:12+00:00","fanugg","341324509.0","in","Jakarta, Indonesia","0","0","0","0","https://x.com/fanugg/status/1797915243244646547","nahdlatululama","1","fanugg","nahdlatululama"
"Dear @nahdlatululama Tambang mineral sawit dan semua energi yg tdk terbaharukan punya potensi konflik dgn rakyat. Kalian hrsnya jadi pengayom rakyat dan mengingatkan pemerintah ketika zholim &amp; menyalahi mandat. Ttd -hamba Allah-","1.80E+47","2024-06-04 09:02:33+00:00","0nlyt33","29373262.0","in","Some tropical archipelago","0","0","0","0","https://x.com/0nlyt33/status/1797916840058102074","nahdlatululama","1","0nlyt33","nahdlatululama"
"Sulit deskripsikan apa yg saya rasakan saat nulis izin tambang bagi ormas keagamaan terutama PBNU. Cukup punya banyak kawan NU dan kenal dengan Gus Yahya tak membuat saya segan untuk menulis kritik ini. Selengkapnya sila baca di @islamidotco https://t.co/uFqHili3lY https://t.co/jsYPWXBGMI","1.80E+31","2024-06-04 09:19:17+00:00","virdikaa","79648356.0","in","Jakarta, Indonesia","14","19","238","557","https://x.com/virdikaa/status/1797921053320323450","islamidotco","1","virdikaa","islamidotco"
